NP031426.2_10090,end,903,903
NP031426.2_10090,PS50215,212,414
NP031426.2_10090,PS00142,345,354
NP031426.2_10090,PS50214,422,508
NP031426.2_10090,PS00427,462,481
NP031426.2_10090,PS50026,654,686
NP031426.2_10090,PF01421,212,414
NP031426.2_10090,PF08516,508,628
NP031426.2_10090,PF01562,38,165
NP031426.2_10090,PF13688,210,392
NP031426.2_10090,PF00200,431,503
NP031426.2_10090,PF13582,236,359
NP031426.2_10090,PF13574,232,404
NP031426.2_10090,PF13583,211,402
NP001264195.1_10090,end,846,846
NP001264195.1_10090,PS50215,223,493
NP001264195.1_10090,PS00142,421,430
NP001264195.1_10090,PS50214,494,582
NP001264195.1_10090,PF13688,221,470
NP001264195.1_10090,PF13574,264,483
NP001264195.1_10090,PF16698,600,661
NP001264195.1_10090,PF00200,503,577
NP001264195.1_10090,PF13582,270,435
NP001264195.1_10090,PF01421,330,493
NP001264195.1_10090,PF01562,32,167
NP001264195.1_10090,PF13583,341,488
NP031425.2_10090,end,749,749
NP031425.2_10090,PS50215,221,457
NP031425.2_10090,PS00142,381,390
NP031425.2_10090,PS50214,458,552
NP031425.2_10090,PF13574,240,447
NP031425.2_10090,PF13688,219,434
NP031425.2_10090,PF13582,244,395
NP031425.2_10090,PF13583,219,451
NP031425.2_10090,PF00200,467,547
NP031425.2_10090,PF01562,27,156
NP031425.2_10090,PF01421,222,457
NP001257925.1_10090,end,863,863
NP001257925.1_10090,PS50215,212,406
NP001257925.1_10090,PS00142,344,353
NP001257925.1_10090,PS50214,414,501
NP001257925.1_10090,PS00427,455,474
NP001257925.1_10090,PS50026,640,674
NP001257925.1_10090,PS01186,662,673
NP001257925.1_10090,PF01421,212,406
NP001257925.1_10090,PF08516,501,615
NP001257925.1_10090,PF01562,35,163
NP001257925.1_10090,PF00200,423,496
NP001257925.1_10090,PF13688,210,386
NP001257925.1_10090,PF13582,236,358
NP001257925.1_10090,PF13583,210,397
NP001257925.1_10090,PF13574,232,396
XP040558417.1_9031,end,952,952
XP040558417.1_9031,PS50215,256,458
XP040558417.1_9031,PS00142,389,398
XP040558417.1_9031,PS50214,466,552
XP040558417.1_9031,PS00427,506,525
XP040558417.1_9031,PS50026,698,730
XP040558417.1_9031,PF01421,256,458
XP040558417.1_9031,PF08516,552,672
XP040558417.1_9031,PF01562,59,212
XP040558417.1_9031,PF13688,254,437
XP040558417.1_9031,PF00200,475,547
XP040558417.1_9031,PF13582,280,403
XP040558417.1_9031,PF13583,254,448
XP040558417.1_9031,PF13574,276,448
NP001008682.1_9031,end,829,829
NP001008682.1_9031,PS50215,223,474
NP001008682.1_9031,PS00142,402,411
NP001008682.1_9031,PS50214,475,563
NP001008682.1_9031,PF13688,221,451
NP001008682.1_9031,PF13574,244,464
NP001008682.1_9031,PF16698,581,642
NP001008682.1_9031,PF00200,484,558
NP001008682.1_9031,PF13582,249,416
NP001008682.1_9031,PF01421,312,474
NP001008682.1_9031,PF01562,30,168
NP001008682.1_9031,PF13583,375,468
NP989592.2_9031,end,749,749
NP989592.2_9031,PS50215,221,457
NP989592.2_9031,PS00142,381,390
NP989592.2_9031,PS50214,458,552
NP989592.2_9031,PF13574,240,447
NP989592.2_9031,PF13688,219,434
NP989592.2_9031,PF13582,244,395
NP989592.2_9031,PF13583,220,451
NP989592.2_9031,PF00200,467,547
NP989592.2_9031,PF01562,27,156
NP989592.2_9031,PF01421,222,457
XP024998550.2_9031,end,882,882
XP024998550.2_9031,PS50215,210,404
XP024998550.2_9031,PS00142,342,351
XP024998550.2_9031,PS50214,412,499
XP024998550.2_9031,PS00427,453,472
XP024998550.2_9031,PS50026,638,672
XP024998550.2_9031,PS01186,660,671
XP024998550.2_9031,PF01421,210,404
XP024998550.2_9031,PF08516,499,613
XP024998550.2_9031,PF01562,29,162
XP024998550.2_9031,PF13688,208,387
XP024998550.2_9031,PF00200,421,494
XP024998550.2_9031,PF13582,234,356
XP024998550.2_9031,PF13583,208,395
XP024998550.2_9031,PF13574,231,394
XP004942396.4_9031,end,815,815
XP004942396.4_9031,PS50215,223,415
XP004942396.4_9031,PS00142,357,366
XP004942396.4_9031,PS50214,423,509
XP004942396.4_9031,PS00427,463,482
XP004942396.4_9031,PS50026,645,679
XP004942396.4_9031,PS01186,667,678
XP004942396.4_9031,PF01421,223,415
XP004942396.4_9031,PF08516,509,620
XP004942396.4_9031,PF01562,42,168
XP004942396.4_9031,PF13688,221,419
XP004942396.4_9031,PF00200,432,504
XP004942396.4_9031,PF13582,247,371
XP004942396.4_9031,PF13574,243,421
XP004942396.4_9031,PF13583,224,411
XP002129509.1_7719,end,1007,1007
XP002129509.1_7719,PS50215,222,422
XP002129509.1_7719,PS00142,358,367
XP002129509.1_7719,PS50214,430,517
XP002129509.1_7719,PS50026,656,688
XP002129509.1_7719,PS01186,676,687
XP002129509.1_7719,PF01421,222,422
XP002129509.1_7719,PF08516,517,633
XP002129509.1_7719,PF01562,35,173
XP002129509.1_7719,PF13688,220,399
XP002129509.1_7719,PF00200,439,512
XP002129509.1_7719,PF13582,244,372
XP002129509.1_7719,PF13574,243,412
XP002129509.1_7719,PF13583,221,419
XP002129509.1_7719,PF07974,657,687
XP002122475.1_7719,end,906,906
XP002122475.1_7719,PS50215,228,474
XP002122475.1_7719,PS00142,398,407
XP002122475.1_7719,PS50214,475,568
XP002122475.1_7719,PF13688,227,451
XP002122475.1_7719,PF13574,249,464
XP002122475.1_7719,PF16698,586,653
XP002122475.1_7719,PF13582,253,412
XP002122475.1_7719,PF00200,486,563
XP002122475.1_7719,PF01562,15,160
XP002122475.1_7719,PF01421,377,473
XP002122475.1_7719,PF13583,353,466
XP002127224.2_7719,end,755,755
